OrderID,Date,CustomerID,TrackingNumber,ShippingAddress,Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200620,2024-03-27,C84834,TRK90136001,866 Main St,Tablet,3,136.34,Debit Card,Returned,8,SAVE10,Referral,409.02
ORD200621,2023-10-22,C37455,TRK82685594,146 Main St,Phone,5,476.01,Credit Card,Delivered,7,WINTER15,Google,2380.05
ORD200622,2024-11-02,C27078,TRK89314307,128 Main St,Desk,5,236.38,Credit Card,Returned,7,NO COUPON,Facebook,1181.90
ORD200623,2023-06-16,C91941,TRK21330732,269 Main St,Printer,3,396.00,Gift Card,Cancelled,4,FREESHIP,Instagram,1188.00
ORD200624,2024-01-16,C25967,TRK88559278,747 Main St,Tablet,5,341.96,Debit Card,Delivered,6,NO COUPON,Email,1709.80
ORD200625,2023-09-24,C22123,TRK43250279,519 Main St,Tablet,1,672.89,Credit Card,Pending,1,WINTER15,Email,672.89
ORD200626,2024-03-01,C45671,TRK18179773,769 Main St,Tablet,2,657.48,Online,Shipped,5,SAVE10,Referral,1314.96
ORD200627,2023-08-06,C53334,TRK31724421,879 Main St,Chair,3,498.68,Online,Returned,4,FREESHIP,Email,1496.04
ORD200628,2023-03-26,C18717,TRK58568806,861 Main St,Printer,5,558.63,Cash,Pending,8,FREESHIP,Referral,2793.15
ORD200629,2023-07-07,C50137,TRK91836131,840 Main St,Phone,3,19.73,Online,Pending,3,NO COUPON,Referral,59.19
ORD200630,2023-06-23,C51481,TRK33437701,140 Main St,Monitor,5,248.84,Debit Card,Cancelled,10,NO COUPON,Instagram,1244.20
ORD200631,2024-08-31,C99128,TRK32426808,360 Main St,Chair,3,46.11,Gift Card,Returned,5,WINTER15,Referral,138.33
ORD200632,2023-05-02,C67260,TRK38229104,463 Main St,Laptop,5,678.16,Gift Card,Delivered,7,WINTER15,Facebook,3390.80
ORD200633,2024-04-10,C79533,TRK54711422,921 Main St,Laptop,5,601.72,Gift Card,Cancelled,5,WINTER15,Instagram,3008.60
ORD200634,2024-04-25,C66906,TRK31633755,117 Main St,Printer,2,259.32,Gift Card,Delivered,2,WINTER15,Referral,518.64
ORD200635,2023-12-13,C12818,TRK40879983,434 Main St,Chair,3,63.68,Cash,Returned,6,NO COUPON,Facebook,191.04
ORD200636,2023-10-05,C60384,TRK92080037,336 Main St,Laptop,4,371.07,Cash,Cancelled,7,WINTER15,Facebook,1484.28
ORD200637,2024-09-29,C92294,TRK23585765,784 Main St,Chair,4,306.35,Gift Card,Shipped,7,WINTER15,Referral,1225.40
ORD200638,2023-10-15,C66840,TRK76929637,547 Main St,Tablet,4,578.27,Online,Delivered,9,WINTER15,Email,2313.08
ORD200639,2023-01-20,C22534,TRK17415798,391 Main St,Chair,1,529.19,Cash,Cancelled,5,NO COUPON,Referral,529.19
ORD200640,2024-02-27,C46509,TRK24241664,647 Main St,Chair,2,587.49,Gift Card,Returned,6,SAVE10,Referral,1174.98
ORD200641,2024-06-30,C71680,TRK47386650,814 Main St,Printer,4,567.57,Debit Card,Pending,9,WINTER15,Google,2270.28
ORD200642,2024-04-29,C15063,TRK10329390,527 Main St,Chair,5,85.22,Credit Card,Cancelled,7,FREESHIP,Email,426.10
ORD200643,2024-08-26,C77122,TRK75814880,647 Main St,Laptop,1,438.37,Cash,Cancelled,4,SAVE10,Referral,438.37
ORD200644,2023-11-15,C86524,TRK62490506,961 Main St,Chair,2,366.23,Cash,Shipped,2,WINTER15,Email,732.46
ORD200645,2023-01-02,C82990,TRK68574801,727 Main St,Laptop,2,150.05,Credit Card,Cancelled,4,SAVE10,Facebook,300.10
ORD200646,2023-10-27,C98761,TRK43262630,804 Main St,Chair,4,498.51,Debit Card,Shipped,4,SAVE10,Google,1994.04
ORD200647,2025-04-24,C54409,TRK67671316,667 Main St,Desk,3,339.39,Cash,Returned,7,FREESHIP,Google,1018.17
ORD200648,2025-01-18,C89674,TRK45902512,182 Main St,Monitor,2,575.83,Online,Delivered,3,WINTER15,Referral,1151.66
ORD200649,2023-12-23,C45899,TRK32932093,153 Main St,Monitor,2,642.98,Debit Card,Returned,7,FREESHIP,Email,1285.96
ORD200650,2023-05-18,C74499,TRK93767278,518 Main St,Desk,2,372.23,Gift Card,Delivered,7,SAVE10,Email,744.46
ORD200651,2024-11-12,C81192,TRK76931118,429 Main St,Chair,3,646.34,Debit Card,Pending,5,NO COUPON,Google,1939.02
ORD200652,2024-06-05,C71473,TRK94857335,328 Main St,Chair,5,341.84,Online,Shipped,8,FREESHIP,Instagram,1709.20
ORD200653,2024-02-25,C59338,TRK12902764,747 Main St,Printer,3,690.30,Credit Card,Shipped,6,WINTER15,Google,2070.90
ORD200654,2023-06-12,C62661,TRK25748100,863 Main St,Tablet,3,382.37,Debit Card,Returned,8,NO COUPON,Instagram,1147.11
ORD200655,2023-03-14,C22101,TRK70711522,262 Main St,Chair,2,132.60,Debit Card,Cancelled,4,WINTER15,Email,265.20
ORD200656,2024-01-18,C51404,TRK85682500,835 Main St,Monitor,2,189.06,Gift Card,Shipped,7,SAVE10,Facebook,378.12
ORD200657,2023-12-24,C19384,TRK33207064,532 Main St,Tablet,4,87.79,Cash,Cancelled,6,FREESHIP,Instagram,351.16
ORD200658,2025-04-18,C86864,TRK15323191,670 Main St,Printer,2,46.36,Gift Card,Returned,4,SAVE10,Google,92.72
ORD200659,2024-10-26,C24301,TRK55000075,964 Main St,Phone,2,642.04,Gift Card,Delivered,4,WINTER15,Email,1284.08
ORD200660,2024-10-19,C43842,TRK54084424,933 Main St,Chair,2,651.57,Debit Card,Shipped,7,WINTER15,Facebook,1303.14
ORD200661,2025-02-28,C63657,TRK86378984,116 Main St,Tablet,3,424.89,Debit Card,Cancelled,6,FREESHIP,Google,1274.67
ORD200662,2023-01-28,C98332,TRK85744797,985 Main St,Laptop,3,438.89,Cash,Returned,3,NO COUPON,Facebook,1316.67
ORD200663,2024-04-15,C59774,TRK87635135,941 Main St,Monitor,1,72.60,Debit Card,Cancelled,6,FREESHIP,Instagram,72.60
ORD200664,2024-12-19,C14847,TRK46492755,188 Main St,Laptop,4,194.75,Cash,Shipped,5,NO COUPON,Facebook,779.00
ORD200665,2023-05-02,C83653,TRK32619935,253 Main St,Tablet,4,231.26,Online,Shipped,6,WINTER15,Google,925.04
ORD200666,2024-08-31,C35711,TRK45281495,788 Main St,Monitor,4,327.12,Credit Card,Cancelled,4,NO COUPON,Email,1308.48
ORD200667,2023-05-03,C10477,TRK41505339,172 Main St,Laptop,1,466.42,Gift Card,Pending,5,SAVE10,Email,466.42
ORD200668,2024-07-05,C61257,TRK25226070,981 Main St,Monitor,2,253.67,Cash,Returned,3,WINTER15,Facebook,507.34
ORD200669,2023-02-05,C60547,TRK65694249,812 Main St,Desk,1,257.00,Debit Card,Cancelled,5,NO COUPON,Referral,257.00
ORD200670,2024-04-18,C14576,TRK21637540,747 Main St,Desk,4,539.20,Credit Card,Pending,8,FREESHIP,Google,2156.80
ORD200671,2023-06-15,C49282,TRK88653901,737 Main St,Chair,5,50.74,Gift Card,Cancelled,7,WINTER15,Google,253.70
ORD200672,2023-05-09,C14017,TRK71009446,984 Main St,Phone,2,624.16,Debit Card,Shipped,2,SAVE10,Instagram,1248.32
ORD200673,2023-02-21,C46504,TRK95024356,131 Main St,Tablet,2,372.92,Credit Card,Delivered,7,SAVE10,Email,745.84
ORD200674,2024-01-09,C56928,TRK57792939,860 Main St,Laptop,4,358.75,Gift Card,Delivered,9,SAVE10,Facebook,1435.00
ORD200675,2024-08-06,C97749,TRK90233116,906 Main St,Desk,3,342.02,Debit Card,Pending,5,NO COUPON,Email,1026.06
ORD200676,2025-06-23,C90431,TRK44151723,985 Main St,Laptop,2,422.34,Credit Card,Cancelled,4,FREESHIP,Instagram,844.68
ORD200677,2025-04-03,C56722,TRK78778569,179 Main St,Tablet,5,22.07,Online,Cancelled,7,FREESHIP,Instagram,110.35
ORD200678,2024-11-24,C40863,TRK20553345,457 Main St,Chair,3,163.13,Gift Card,Shipped,5,WINTER15,Facebook,489.39
ORD200679,2023-02-02,C40798,TRK66106697,304 Main St,Tablet,3,360.66,Online,Returned,5,FREESHIP,Instagram,1081.98
ORD200680,2023-08-27,C16702,TRK16953491,694 Main St,Monitor,3,463.39,Credit Card,Returned,3,NO COUPON,Facebook,1390.17
ORD200681,2024-01-30,C38262,TRK47300502,548 Main St,Tablet,1,155.27,Debit Card,Shipped,6,NO COUPON,Email,155.27
ORD200682,2023-07-23,C50274,TRK91729086,449 Main St,Monitor,3,509.42,Credit Card,Cancelled,5,FREESHIP,Google,1528.26
ORD200683,2025-05-18,C91591,TRK23554043,887 Main St,Desk,4,652.48,Cash,Pending,5,FREESHIP,Instagram,2609.92
ORD200684,2024-09-22,C96583,TRK64353241,288 Main St,Printer,4,34.84,Credit Card,Shipped,8,NO COUPON,Email,139.36
ORD200685,2025-02-07,C64579,TRK10276565,638 Main St,Desk,1,234.37,Debit Card,Shipped,5,FREESHIP,Email,234.37
ORD200686,2023-10-09,C41903,TRK59112382,525 Main St,Desk,3,53.60,Cash,Pending,4,WINTER15,Facebook,160.80
ORD200687,2023-09-13,C19742,TRK68845230,408 Main St,Tablet,1,332.09,Gift Card,Returned,5,FREESHIP,Instagram,332.09
ORD200688,2024-03-06,C20077,TRK36415742,154 Main St,Monitor,4,593.22,Credit Card,Cancelled,8,WINTER15,Facebook,2372.88
ORD200689,2023-08-29,C13186,TRK56967415,787 Main St,Tablet,2,444.84,Online,Shipped,7,NO COUPON,Facebook,889.68
ORD200690,2024-07-12,C29318,TRK88666721,128 Main St,Monitor,1,24.48,Gift Card,Returned,1,NO COUPON,Instagram,24.48
ORD200691,2024-11-24,C36137,TRK57376416,396 Main St,Laptop,3,239.08,Cash,Shipped,8,NO COUPON,Google,717.24
ORD200692,2023-01-23,C25534,TRK68347402,319 Main St,Desk,5,196.84,Credit Card,Delivered,5,WINTER15,Instagram,984.20
ORD200693,2025-03-12,C62070,TRK10267127,674 Main St,Monitor,1,176.58,Debit Card,Returned,4,NO COUPON,Referral,176.58
ORD200694,2023-10-02,C92049,TRK32287092,619 Main St,Printer,4,666.52,Cash,Shipped,8,FREESHIP,Email,2666.08
ORD200695,2024-11-23,C52604,TRK48839788,553 Main St,Printer,5,101.30,Online,Shipped,7,FREESHIP,Email,506.50
ORD200696,2023-07-02,C22429,TRK38572927,965 Main St,Chair,4,151.20,Gift Card,Pending,9,WINTER15,Facebook,604.80
ORD200697,2025-02-04,C27430,TRK45025840,788 Main St,Printer,5,94.85,Cash,Shipped,6,WINTER15,Email,474.25
ORD200698,2023-01-04,C44366,TRK48658394,169 Main St,Laptop,2,388.22,Cash,Delivered,2,WINTER15,Instagram,776.44
ORD200699,2023-11-13,C36813,TRK84088900,897 Main St,Laptop,3,614.15,Gift Card,Cancelled,3,NO COUPON,Facebook,1842.45
ORD200700,2024-09-25,C40201,TRK30198779,555 Main St,Laptop,2,92.91,Cash,Returned,3,WINTER15,Instagram,185.82
ORD200701,2024-06-23,C75456,TRK90519490,115 Main St,Monitor,3,92.22,Credit Card,Delivered,5,FREESHIP,Email,276.66
ORD200702,2024-06-09,C33315,TRK43589369,154 Main St,Printer,3,562.55,Debit Card,Returned,6,NO COUPON,Email,1687.65
ORD200703,2023-03-22,C89336,TRK47665103,799 Main St,Desk,1,92.79,Cash,Pending,3,WINTER15,Email,92.79
ORD200704,2023-06-03,C96034,TRK87261034,819 Main St,Desk,4,30.27,Online,Delivered,9,FREESHIP,Google,121.08
ORD200705,2025-03-30,C50114,TRK20214786,420 Main St,Monitor,2,49.08,Debit Card,Returned,7,FREESHIP,Instagram,98.16
ORD200706,2025-03-02,C85330,TRK97693301,969 Main St,Desk,5,228.09,Gift Card,Returned,9,FREESHIP,Facebook,1140.45
ORD200707,2024-11-01,C31761,TRK17628852,989 Main St,Chair,4,650.04,Gift Card,Cancelled,6,SAVE10,Facebook,2600.16
ORD200708,2025-03-04,C25268,TRK20481215,788 Main St,Printer,1,665.11,Cash,Pending,3,FREESHIP,Instagram,665.11
ORD200709,2024-12-07,C17132,TRK37504692,855 Main St,Desk,1,386.03,Online,Pending,4,FREESHIP,Google,386.03
ORD200710,2024-07-22,C48790,TRK19086608,113 Main St,Laptop,5,21.54,Gift Card,Returned,10,NO COUPON,Google,107.70
ORD200711,2024-07-04,C61070,TRK90764894,632 Main St,Tablet,2,475.78,Online,Shipped,2,WINTER15,Google,951.56
ORD200712,2024-01-09,C56969,TRK10513339,993 Main St,Tablet,2,68.40,Gift Card,Pending,7,FREESHIP,Email,136.80
ORD200713,2025-06-21,C65056,TRK31705278,638 Main St,Tablet,4,532.49,Online,Cancelled,6,SAVE10,Facebook,2129.96
ORD200714,2023-04-21,C84888,TRK23612847,278 Main St,Laptop,1,51.73,Debit Card,Pending,1,FREESHIP,Facebook,51.73
ORD200715,2024-07-26,C68266,TRK96161062,281 Main St,Printer,3,653.63,Online,Delivered,7,FREESHIP,Email,1960.89
ORD200716,2024-06-13,C84115,TRK25466842,891 Main St,Chair,3,454.29,Credit Card,Pending,4,WINTER15,Google,1362.87
ORD200717,2023-10-16,C50087,TRK31143760,707 Main St,Chair,3,122.11,Online,Delivered,4,WINTER15,Email,366.33
ORD200718,2023-04-08,C16790,TRK91791367,718 Main St,Laptop,4,64.74,Gift Card,Cancelled,8,SAVE10,Google,258.96
ORD200719,2024-01-21,C46920,TRK86403837,703 Main St,Laptop,2,681.06,Debit Card,Shipped,3,FREESHIP,Facebook,1362.12
ORD200720,2023-09-21,C12740,TRK98506513,305 Main St,Desk,5,128.95,Cash,Pending,10,FREESHIP,Instagram,644.75
ORD200721,2024-03-18,C46557,TRK56110689,890 Main St,Desk,2,118.59,Credit Card,Delivered,2,NO COUPON,Email,237.18
ORD200722,2024-11-15,C58156,TRK49719458,516 Main St,Printer,1,95.10,Gift Card,Pending,1,WINTER15,Instagram,95.10
ORD200723,2023-12-09,C14455,TRK50933724,385 Main St,Desk,3,54.95,Cash,Returned,8,SAVE10,Referral,164.85
ORD200724,2024-10-18,C63150,TRK19348078,326 Main St,Printer,3,136.97,Credit Card,Returned,4,FREESHIP,Referral,410.91
ORD200725,2023-03-12,C95269,TRK45670926,372 Main St,Chair,2,194.85,Gift Card,Returned,5,NO COUPON,Referral,389.70
ORD200726,2024-10-25,C18105,TRK94006117,338 Main St,Laptop,4,583.02,Online,Delivered,4,FREESHIP,Facebook,2332.08
ORD200727,2024-09-29,C29063,TRK92745947,379 Main St,Chair,5,95.75,Online,Shipped,8,SAVE10,Instagram,478.75
ORD200728,2024-07-29,C10154,TRK79793300,827 Main St,Desk,4,325.76,Gift Card,Shipped,8,WINTER15,Email,1303.04
ORD200729,2023-09-08,C36997,TRK92794872,819 Main St,Phone,4,186.41,Gift Card,Pending,6,SAVE10,Google,745.64
ORD200730,2025-02-22,C77357,TRK91943923,407 Main St,Phone,1,474.60,Debit Card,Delivered,4,SAVE10,Email,474.60
ORD200731,2024-06-07,C71310,TRK48292586,308 Main St,Printer,5,584.46,Credit Card,Returned,8,NO COUPON,Email,2922.30
ORD200732,2025-03-07,C80987,TRK42187776,787 Main St,Laptop,1,132.05,Online,Delivered,2,NO COUPON,Google,132.05
ORD200733,2023-12-04,C90757,TRK87991608,694 Main St,Tablet,4,494.84,Cash,Returned,8,SAVE10,Email,1979.36
ORD200734,2024-01-23,C51898,TRK19767885,630 Main St,Printer,4,224.61,Credit Card,Returned,6,WINTER15,Facebook,898.44
ORD200735,2024-06-28,C94508,TRK13443264,359 Main St,Monitor,4,44.07,Debit Card,Pending,6,NO COUPON,Email,176.28
ORD200736,2024-02-09,C59441,TRK66186874,696 Main St,Monitor,5,418.53,Credit Card,Pending,6,FREESHIP,Google,2092.65
ORD200737,2024-01-03,C91029,TRK25501930,972 Main St,Phone,4,532.87,Cash,Pending,9,FREESHIP,Instagram,2131.48
ORD200738,2025-06-04,C96261,TRK44998396,264 Main St,Phone,2,485.37,Credit Card,Shipped,5,SAVE10,Email,970.74
ORD200739,2024-06-13,C35123,TRK58979275,513 Main St,Phone,4,386.73,Cash,Delivered,4,SAVE10,Facebook,1546.92
ORD200740,2024-07-20,C10892,TRK76154554,433 Main St,Desk,2,377.47,Cash,Pending,7,NO COUPON,Google,754.94
ORD200741,2025-01-23,C99683,TRK87305883,945 Main St,Monitor,5,332.64,Gift Card,Delivered,10,NO COUPON,Referral,1663.20
ORD200742,2024-11-30,C41974,TRK48051468,726 Main St,Laptop,3,699.93,Cash,Returned,7,SAVE10,Google,2099.79
ORD200743,2024-09-30,C23978,TRK87090813,549 Main St,Monitor,1,576.35,Gift Card,Returned,1,WINTER15,Instagram,576.35
ORD200744,2024-06-12,C10642,TRK98725693,200 Main St,Tablet,2,461.37,Cash,Delivered,5,SAVE10,Google,922.74
ORD200745,2023-03-02,C73813,TRK89906749,364 Main St,Printer,4,111.30,Debit Card,Pending,7,FREESHIP,Email,445.20
ORD200746,2025-02-24,C32183,TRK76287027,551 Main St,Desk,3,661.89,Online,Cancelled,6,WINTER15,Referral,1985.67
ORD200747,2025-03-12,C54277,TRK26500181,940 Main St,Tablet,2,259.58,Debit Card,Delivered,7,FREESHIP,Instagram,519.16
ORD200748,2024-07-15,C56553,TRK37667360,249 Main St,Tablet,3,70.81,Credit Card,Shipped,8,FREESHIP,Referral,212.43
ORD200749,2025-04-13,C17551,TRK88797170,997 Main St,Laptop,1,518.39,Debit Card,Pending,4,FREESHIP,Instagram,518.39
ORD200750,2023-01-14,C14737,TRK10295115,637 Main St,Tablet,4,145.41,Credit Card,Returned,7,FREESHIP,Email,581.64
ORD200751,2023-01-24,C35168,TRK76960854,455 Main St,Tablet,2,599.86,Gift Card,Pending,7,FREESHIP,Facebook,1199.72
ORD200752,2024-10-03,C82217,TRK33305694,299 Main St,Phone,4,429.37,Credit Card,Delivered,8,FREESHIP,Google,1717.48
ORD200753,2024-04-24,C42270,TRK72697796,864 Main St,Phone,2,241.49,Debit Card,Returned,7,FREESHIP,Instagram,482.98
ORD200754,2025-05-31,C48846,TRK52804097,983 Main St,Printer,2,452.05,Credit Card,Returned,3,WINTER15,Email,904.10
ORD200755,2023-06-13,C54160,TRK60515972,658 Main St,Desk,3,336.71,Credit Card,Pending,4,NO COUPON,Email,1010.13
ORD200756,2024-06-27,C14080,TRK93163682,202 Main St,Phone,1,283.69,Gift Card,Shipped,6,NO COUPON,Google,283.69
ORD200757,2024-02-22,C81074,TRK91105190,597 Main St,Desk,1,157.72,Debit Card,Delivered,2,FREESHIP,Google,157.72
ORD200758,2023-03-26,C69021,TRK57148510,917 Main St,Tablet,3,624.84,Credit Card,Cancelled,8,WINTER15,Facebook,1874.52
ORD200759,2023-07-24,C96283,TRK91784124,366 Main St,Desk,3,308.01,Cash,Pending,3,FREESHIP,Facebook,924.03
ORD200760,2025-02-18,C96636,TRK73324346,283 Main St,Desk,1,39.56,Debit Card,Cancelled,5,NO COUPON,Google,39.56
ORD200761,2023-06-02,C37235,TRK67789367,217 Main St,Desk,4,37.76,Debit Card,Delivered,7,NO COUPON,Google,151.04
ORD200762,2024-09-17,C12444,TRK97621403,611 Main St,Phone,3,76.96,Cash,Returned,8,FREESHIP,Email,230.88
ORD200763,2023-04-06,C79142,TRK30915955,533 Main St,Laptop,1,569.96,Online,Delivered,4,FREESHIP,Email,569.96
ORD200764,2024-03-10,C35983,TRK14016163,806 Main St,Laptop,5,627.43,Credit Card,Cancelled,10,FREESHIP,Email,3137.15
ORD200765,2023-10-06,C36150,TRK96249043,281 Main St,Laptop,2,534.91,Debit Card,Returned,5,SAVE10,Google,1069.82
ORD200766,2023-01-22,C91454,TRK99985340,494 Main St,Printer,2,278.88,Debit Card,Pending,3,FREESHIP,Referral,557.76
ORD200767,2025-04-18,C19368,TRK80436037,517 Main St,Tablet,2,323.22,Credit Card,Delivered,7,NO COUPON,Instagram,646.44
ORD200768,2023-09-04,C35987,TRK28918815,165 Main St,Tablet,5,653.46,Cash,Cancelled,9,WINTER15,Email,3267.30
ORD200769,2023-07-06,C13366,TRK98691410,568 Main St,Printer,4,678.55,Cash,Delivered,5,NO COUPON,Email,2714.20
ORD200770,2024-02-11,C72166,TRK67733444,227 Main St,Desk,1,314.38,Online,Returned,6,NO COUPON,Google,314.38
ORD200771,2024-06-12,C20357,TRK82236408,272 Main St,Phone,3,692.44,Debit Card,Cancelled,8,FREESHIP,Google,2077.32
ORD200772,2024-07-28,C33802,TRK25799478,461 Main St,Monitor,1,604.87,Online,Delivered,4,NO COUPON,Instagram,604.87
ORD200773,2025-06-28,C99205,TRK48904015,415 Main St,Phone,2,512.33,Cash,Cancelled,7,NO COUPON,Facebook,1024.66
ORD200774,2025-04-15,C29701,TRK42266846,257 Main St,Chair,3,20.54,Credit Card,Cancelled,3,FREESHIP,Instagram,61.62
ORD200775,2023-03-04,C73941,TRK22051900,569 Main St,Phone,2,625.22,Online,Cancelled,5,NO COUPON,Google,1250.44
ORD200776,2023-08-21,C69168,TRK10446197,482 Main St,Tablet,1,21.19,Cash,Returned,5,WINTER15,Google,21.19
ORD200777,2025-03-21,C66116,TRK41967983,633 Main St,Chair,5,64.49,Online,Cancelled,7,NO COUPON,Facebook,322.45
ORD200778,2023-04-28,C85059,TRK56503740,316 Main St,Laptop,4,246.85,Credit Card,Shipped,8,WINTER15,Google,987.40
ORD200779,2023-12-01,C18076,TRK26661705,751 Main St,Phone,3,588.74,Debit Card,Pending,8,FREESHIP,Email,1766.22
ORD200780,2024-03-31,C41284,TRK73613128,661 Main St,Laptop,4,184.48,Online,Cancelled,4,WINTER15,Google,737.92
ORD200781,2024-01-10,C43524,TRK51479426,934 Main St,Phone,5,524.26,Gift Card,Delivered,5,FREESHIP,Referral,2621.30
ORD200782,2024-08-11,C58063,TRK50548869,167 Main St,Monitor,2,493.63,Online,Returned,6,SAVE10,Referral,987.26
ORD200783,2025-05-26,C19937,TRK46990083,281 Main St,Printer,1,438.34,Gift Card,Returned,5,FREESHIP,Facebook,438.34
ORD200784,2025-05-16,C21191,TRK85771230,232 Main St,Laptop,1,325.81,Credit Card,Pending,1,WINTER15,Referral,325.81
ORD200785,2023-07-29,C45862,TRK53089983,342 Main St,Chair,1,176.10,Credit Card,Pending,1,SAVE10,Instagram,176.10
ORD200786,2023-08-23,C39130,TRK99583414,774 Main St,Chair,5,45.31,Online,Cancelled,8,NO COUPON,Referral,226.55
ORD200787,2024-03-17,C18167,TRK36841089,193 Main St,Desk,4,221.96,Cash,Delivered,7,NO COUPON,Google,887.84
ORD200788,2023-11-02,C47307,TRK43516112,761 Main St,Chair,2,601.43,Online,Pending,5,FREESHIP,Instagram,1202.86
ORD200789,2023-08-17,C57276,TRK75899752,183 Main St,Tablet,5,691.28,Online,Delivered,10,SAVE10,Email,3456.40
ORD200790,2024-09-14,C38928,TRK96636009,302 Main St,Laptop,4,417.89,Gift Card,Pending,4,NO COUPON,Google,1671.56
ORD200791,2024-01-13,C49710,TRK92591237,956 Main St,Chair,4,409.28,Cash,Pending,8,NO COUPON,Email,1637.12
ORD200792,2023-06-16,C41709,TRK90995294,746 Main St,Desk,2,356.35,Debit Card,Returned,6,WINTER15,Facebook,712.70
ORD200793,2024-04-15,C91255,TRK69599961,769 Main St,Chair,5,170.22,Debit Card,Delivered,8,NO COUPON,Referral,851.10
ORD200794,2023-03-09,C76653,TRK77052196,988 Main St,Printer,4,384.85,Online,Delivered,9,FREESHIP,Instagram,1539.40
ORD200795,2024-11-20,C95667,TRK41266666,586 Main St,Laptop,4,115.77,Online,Pending,7,SAVE10,Instagram,463.08
ORD200796,2025-04-29,C33313,TRK13349970,882 Main St,Phone,3,579.55,Gift Card,Returned,8,WINTER15,Facebook,1738.65
ORD200797,2023-02-27,C36825,TRK72557318,426 Main St,Laptop,2,438.76,Debit Card,Returned,2,NO COUPON,Facebook,877.52
ORD200798,2025-05-19,C20861,TRK89372013,968 Main St,Phone,5,488.35,Debit Card,Returned,9,FREESHIP,Email,2441.75
ORD200799,2023-04-16,C26364,TRK78924436,803 Main St,Laptop,4,328.56,Debit Card,Returned,4,FREESHIP,Email,1314.24
ORD200800,2025-03-28,C34686,TRK99468332,412 Main St,Tablet,1,68.39,Online,Returned,3,WINTER15,Facebook,68.39
ORD200801,2023-05-03,C97593,TRK58443593,738 Main St,Printer,4,595.62,Debit Card,Pending,8,FREESHIP,Facebook,2382.48
ORD200802,2024-02-17,C84331,TRK34440714,205 Main St,Chair,5,644.64,Gift Card,Cancelled,6,FREESHIP,Email,3223.20
ORD200803,2023-08-20,C88775,TRK45098068,223 Main St,Monitor,5,397.81,Debit Card,Returned,5,SAVE10,Referral,1989.05
ORD200804,2024-01-01,C76362,TRK11868618,916 Main St,Chair,3,236.50,Online,Delivered,8,FREESHIP,Email,709.50
ORD200805,2024-10-15,C59278,TRK14590037,178 Main St,Laptop,5,472.01,Gift Card,Cancelled,10,SAVE10,Email,2360.05
ORD200806,2023-09-01,C55819,TRK13775054,740 Main St,Chair,5,253.75,Online,Pending,9,WINTER15,Instagram,1268.75
ORD200807,2024-11-10,C82344,TRK70957219,260 Main St,Monitor,3,676.21,Online,Delivered,5,SAVE10,Google,2028.63
ORD200808,2024-02-13,C65565,TRK80383756,192 Main St,Desk,3,134.05,Credit Card,Shipped,3,NO COUPON,Google,402.15
ORD200809,2024-04-09,C80416,TRK54385892,752 Main St,Desk,5,217.43,Debit Card,Shipped,10,SAVE10,Instagram,1087.15
ORD200810,2023-05-31,C23637,TRK16749863,644 Main St,Tablet,1,553.56,Credit Card,Cancelled,5,NO COUPON,Referral,553.56
ORD200811,2023-11-05,C24769,TRK44538305,864 Main St,Laptop,2,28.55,Gift Card,Shipped,7,SAVE10,Email,57.10
ORD200812,2024-01-26,C81547,TRK88437123,803 Main St,Phone,2,255.26,Credit Card,Cancelled,6,FREESHIP,Google,510.52
ORD200813,2025-03-15,C12813,TRK36131660,263 Main St,Laptop,5,292.54,Debit Card,Cancelled,8,FREESHIP,Email,1462.70
ORD200814,2024-12-11,C50732,TRK21082461,979 Main St,Chair,4,147.51,Debit Card,Pending,4,WINTER15,Instagram,590.04
ORD200815,2024-08-04,C41320,TRK77539180,920 Main St,Printer,3,569.84,Gift Card,Cancelled,8,WINTER15,Instagram,1709.52
ORD200816,2024-02-21,C55286,TRK39058734,497 Main St,Tablet,5,574.79,Credit Card,Pending,8,WINTER15,Referral,2873.95
ORD200817,2023-10-05,C87994,TRK98883971,430 Main St,Chair,4,598.19,Credit Card,Delivered,7,WINTER15,Email,2392.76
ORD200818,2023-03-02,C25580,TRK58781638,860 Main St,Phone,4,390.84,Credit Card,Cancelled,9,WINTER15,Referral,1563.36
ORD200819,2024-09-28,C66196,TRK38104650,650 Main St,Phone,2,398.45,Debit Card,Cancelled,7,SAVE10,Google,796.90
ORD200820,2023-05-27,C35377,TRK17342157,171 Main St,Phone,5,623.81,Cash,Returned,6,FREESHIP,Email,3119.05
ORD200821,2024-12-14,C40771,TRK56310345,259 Main St,Laptop,4,174.49,Credit Card,Delivered,5,SAVE10,Facebook,697.96
ORD200822,2025-03-15,C20624,TRK45123395,923 Main St,Phone,1,479.56,Gift Card,Returned,1,SAVE10,Google,479.56
ORD200823,2024-10-07,C27070,TRK83842481,973 Main St,Laptop,4,653.13,Credit Card,Shipped,8,WINTER15,Instagram,2612.52
ORD200824,2023-08-29,C18826,TRK12530495,664 Main St,Monitor,3,481.10,Credit Card,Returned,3,FREESHIP,Facebook,1443.30
ORD200825,2025-03-26,C23899,TRK88914760,543 Main St,Desk,5,271.69,Online,Returned,7,FREESHIP,Instagram,1358.45
ORD200826,2025-03-08,C43249,TRK32469820,283 Main St,Printer,3,463.81,Online,Returned,8,WINTER15,Email,1391.43
